lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;condition;p_0001;p_0002;v_2343;age;gender;gender_other;education;education_other;severity;AC;MC_contr;MC_uncert;MC_normal;MC_hope;trust1;trust2;trust3;trust4;trust5;trust6;trust7;trust8;trust9;trust10;satisfaction;nfc1;nfc2;nfc3;nfc4;nfc5;nfc6;pvs_personal;pvs_vicarious;comments;consent_serious;browser;referer;device_type;quota;quota_assignment;quota_rejected_id;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts7089086;rts7091286;rts7091318;rts7091321;rts7091324;rts7091325;rts7091336;rts7091337;rts7091338;rts7091339;rts7091342;rts7091343;rts7091344;rts7133055
104;0;0;31;7089087;-77;300;1;0;0;668da0990a6c6bc676b3d827;21;2;-99;3;-99;6;2;7;-77;-77;-77;5;3;4;6;4;2;6;4;6;6;4;7;5;4;6;4;5;1;1;NO;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15";https://app.prolific.com/studies/66e19a543d31638d5aabc6e9;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;bbdeeb8316b4b479fcd8e735bbe44ada;1;0;1726146812;12.09.2024 13:13;12.09.2024 13:18;0000-00-00 00:00:00;300;50;70;106;0;109;0;0;126;0;297;197;273;205
105;0;0;31;7089087;-77;257;3;0;0;60247d4c7e6455189f02410c;25;2;-99;4;-99;5;4;-77;-77;2;-77;3;5;2;3;3;2;2;3;3;6;2;5;5;4;4;5;5;3;2;N/A;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;1605e99fa644559d304a034c3219bbb5;1;0;1726146820;12.09.2024 13:13;12.09.2024 13:17;0000-00-00 00:00:00;257;17;62;72;88;93;113;0;0;0;236;141;227;148
106;0;0;31;7089087;-77;236;1;0;0;5f1f36c5321e4e10385f1ad8;36;1;-99;4;-99;6;2;5;-77;-77;-77;2;4;4;5;2;3;3;3;3;5;3;3;3;2;5;4;3;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;43d189381baff460dc2cd8dbf1bee723;1;0;1726146820;12.09.2024 13:13;12.09.2024 13:17;0000-00-00 00:00:00;236;20;60;72;0;83;0;0;100;0;229;148;212;160
107;0;0;31;7089087;-77;160;2;0;0;6658ca579efd195872dd602e;30;1;-99;5;-99;4;2;-77;2;-77;-77;3;2;3;4;4;3;3;3;3;5;3;5;6;6;5;7;5;3;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;8a17a5226e99f3b7f51d85da8d010137;1;0;1726146825;12.09.2024 13:13;12.09.2024 13:16;0000-00-00 00:00:00;160;14;40;48;0;54;0;0;0;69;154;104;144;112
108;0;0;31;7089087;-77;231;4;0;0;667364dab7a2b7865029fe6f;39;2;-99;4;-99;6;2;-77;-77;-77;4;5;3;4;3;4;3;3;3;5;5;3;5;6;6;6;5;5;3;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;c92ffab21b99fdedce412e7f4ae580ec;1;0;1726146825;12.09.2024 13:13;12.09.2024 13:17;0000-00-00 00:00:00;231;13;44;54;0;65;0;93;0;0;226;150;220;180
109;0;0;31;7089087;-77;262;3;0;0;5863ab01ac950900013dd9dd;60;2;-99;3;-99;6;2;-77;-77;1;-77;4;4;6;4;4;4;4;3;7;4;3;6;6;6;6;6;6;3;2;-99;1;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;9f3acb589b05673e7579663d4921e5ad;1;0;1726146829;12.09.2024 13:13;12.09.2024 13:18;0000-00-00 00:00:00;262;22;89;104;0;118;143;0;0;0;255;187;242;204
110;0;0;31;7089087;-77;270;4;0;0;5d07689bad18d40001bb73c1;50;1;-99;4;-99;5;2;-77;-77;-77;4;3;3;5;3;4;4;2;3;5;4;3;5;5;4;6;5;5;2;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;311550b1bbb4f7e3086bbf166afb1e21;1;0;1726146830;12.09.2024 13:13;12.09.2024 13:18;0000-00-00 00:00:00;270;20;63;72;0;82;0;110;0;0;262;174;247;185
111;0;0;31;7089087;-77;211;1;0;0;5c93fb955193220012414557;25;1;-99;5;-99;5;2;4;-77;-77;-77;4;3;4;5;3;4;4;4;3;5;3;7;6;6;5;6;6;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;fa9491240829c178883983f0f7e5463a;1;0;1726146830;12.09.2024 13:13;12.09.2024 13:17;0000-00-00 00:00:00;211;23;55;64;0;78;0;0;94;0;205;131;196;144
112;0;0;31;7089087;-77;230;3;0;0;5965f557b9153e00016174d0;59;1;-99;3;-99;6;2;-77;-77;5;-77;5;3;6;2;5;4;4;4;5;2;3;5;5;6;4;7;4;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;0c091e70865f8a15dc78d2303cdb4392;1;0;1726146830;12.09.2024 13:13;12.09.2024 13:17;0000-00-00 00:00:00;230;14;52;62;0;72;107;0;0;0;224;157;216;172
113;0;0;31;7089087;-77;192;1;0;0;640f5f0ec7edf7222ce9a2a8;24;1;-99;4;-99;5;2;1;-77;-77;-77;2;4;3;4;3;3;3;3;5;4;3;5;5;5;5;6;5;3;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;f6d58dc7ab1ad421d7b960c09d2d422b;1;0;1726146837;12.09.2024 13:13;12.09.2024 13:17;0000-00-00 00:00:00;192;10;29;34;0;37;0;0;47;0;188;91;183;95
114;0;0;31;7089087;-77;831;3;0;0;613dc2a34367a17b786a0f1c;38;1;-99;5;-99;6;2;-77;-77;5;-77;7;7;7;6;5;6;6;7;5;6;5;5;4;6;5;5;5;2;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091344,7091344,7091342,7089086,7089087;0;1;0;-77;-77;c0f9db3953c253f108f2e7ea8792b5b9;1;0;1726146844;12.09.2024 13:14;12.09.2024 13:27;0000-00-00 00:00:00;831;138;182;200;0;299;497;0;0;0;828;507;819;511
115;0;0;31;7089087;-77;397;4;0;0;66e2a2dba9b5874ff9258ed3;60;1;-99;4;-99;5;2;-77;-77;-77;3;2;4;3;6;3;1;2;2;4;6;3;6;6;5;6;7;7;2;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;b3b0bd03bfa79a18de1bd36de3477f7c;1;0;1726146846;12.09.2024 13:14;12.09.2024 13:20;0000-00-00 00:00:00;397;37;81;97;0;112;0;151;0;0;372;246;353;268
116;0;0;31;7089087;-77;183;4;0;0;66e27a91b77846e187e83500;37;1;-99;4;-99;6;2;-77;-77;-77;1;2;5;2;6;3;1;1;1;4;6;2;7;6;6;1;6;2;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;4e43bc0aad2887f85741e56d4492ed4a;1;0;1726146855;12.09.2024 13:14;12.09.2024 13:17;0000-00-00 00:00:00;183;14;43;50;0;62;0;86;0;0;179;123;172;132
117;0;0;31;7089087;-77;434;1;0;0;6675938aa473a834959cd7ae;55;1;-99;4;-99;4;2;3;-77;-77;-77;2;4;3;5;3;4;3;2;3;4;3;5;5;4;5;4;4;3;1;-99;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7133055,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;dd35c6dd24fc61dda962fec0b96d4129;1;0;1726146861;12.09.2024 13:14;12.09.2024 13:21;0000-00-00 00:00:00;434;29;139;159;0;176;0;0;203;0;426;256;416;370
118;0;0;31;7089087;-77;434;2;0;0;5e96e85aa7f126177e00ea9f;29;2;-99;3;-99;6;2;-77;3;-77;-77;3;4;3;5;3;4;3;3;4;4;3;5;5;6;4;6;5;3;2;-99;1;"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;c90a87cbb9bfd77fe3b7f41f881aa892;1;0;1726146863;12.09.2024 13:14;12.09.2024 13:21;0000-00-00 00:00:00;434;46;114;124;0;131;0;0;0;149;431;186;420;195
119;0;0;31;7089087;-77;125;3;0;0;5ce0915efd65950019a59a93;37;1;-99;3;-99;6;2;-77;-77;1;-77;1;7;1;7;1;1;1;1;1;7;1;7;7;7;7;7;7;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;8ce9c1c78002aafd64d585a41e498379;1;0;1726146873;12.09.2024 13:14;12.09.2024 13:16;0000-00-00 00:00:00;125;10;33;39;0;49;66;0;0;0;122;90;117;96
120;0;0;31;7089087;-77;140;3;0;0;62e16099ec12fdc57a0cf63a;29;1;-99;5;-99;7;2;-77;-77;1;-77;4;2;5;6;4;5;4;4;6;4;2;7;7;7;7;7;7;3;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;ec1fb35927403dc85bfd55cb216965ea;1;0;1726146883;12.09.2024 13:14;12.09.2024 13:17;0000-00-00 00:00:00;140;12;32;38;0;47;62;0;0;0;137;99;132;107
121;0;0;31;7089087;-77;235;2;0;0;61327da7db6926d82269b831;39;1;-99;4;-99;6;2;-77;6;-77;-77;4;3;4;6;4;2;3;3;5;6;3;5;5;5;7;7;6;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;fd139c4c6f98b2b22759720512c34755;1;0;1726146885;12.09.2024 13:14;12.09.2024 13:18;0000-00-00 00:00:00;235;27;58;68;0;79;0;0;0;97;224;145;207;157
122;0;0;31;7089087;-77;259;4;0;0;66919a833cfa8ef1355951a0;39;1;-99;2;-99;5;2;-77;-77;-77;1;1;6;4;6;1;3;4;1;4;7;3;6;6;7;5;7;7;3;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;7d9b7391d22c007773324521b3e59864;1;0;1726146886;12.09.2024 13:14;12.09.2024 13:19;0000-00-00 00:00:00;259;17;63;79;0;91;0;125;0;0;252;176;243;191
123;0;0;31;7089087;-77;263;4;0;0;63469bd33371c82a7869d6ea;32;1;-99;5;-99;7;4;-77;-77;-77;3;5;5;5;4;3;5;5;5;5;3;4;7;7;3;7;7;7;3;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;39d17e73c9ea12616d7f0fae985e8a7b;1;0;1726146889;12.09.2024 13:14;12.09.2024 13:19;0000-00-00 00:00:00;263;18;70;83;104;118;0;143;0;0;257;192;244;204
124;0;0;31;7089087;-77;479;1;0;0;5f15f12447667c136902aeb5;62;1;-99;3;-99;5;2;5;-77;-77;-77;4;4;3;3;4;4;4;4;5;5;3;7;6;5;5;6;7;3;2;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;06a01255a18daa244a99425d34dc6ff9;1;0;1726146893;12.09.2024 13:14;12.09.2024 13:22;0000-00-00 00:00:00;479;22;91;101;0;113;0;0;153;0;465;374;454;392
125;0;0;31;7089087;-77;204;3;0;0;6653263c08450efcf7f64166;55;1;-99;5;-99;5;2;-77;-77;4;-77;4;3;5;4;4;5;5;4;6;2;4;5;4;5;4;5;4;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;90f120336ae320341a2fec45e0b80150;1;0;1726146903;12.09.2024 13:15;12.09.2024 13:18;0000-00-00 00:00:00;204;22;47;59;0;69;94;0;0;0;197;133;188;145
126;0;0;31;7089087;-77;292;4;0;0;6693ad02e4dd0cfa3a193d75;39;1;-99;2;-99;5;2;-77;-77;-77;4;4;5;3;7;4;1;1;5;5;4;3;7;7;4;7;5;4;2;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;37c1c96384224660e6d7005caf22ca01;1;0;1726146912;12.09.2024 13:15;12.09.2024 13:20;0000-00-00 00:00:00;292;32;70;80;0;90;0;115;0;0;241;164;226;172
127;0;0;31;7089087;-77;231;4;0;0;66c5f20c7fa16a463d329b44;18;1;-99;3;-99;5;2;-77;-77;-77;3;5;4;5;3;5;4;5;5;6;4;3;7;6;4;7;4;7;3;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;ce9cad6cda0bc39423718c6e8e19cc5b;1;0;1726146914;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;231;15;70;82;0;95;0;123;0;0;226;168;219;179
128;0;0;31;7089087;-77;248;1;0;0;66be1d781a2d3b164ac4c20d;19;3;-99;2;-99;5;2;3;-77;-77;-77;5;5;5;3;5;4;6;5;5;4;4;7;7;5;7;7;7;3;2;n/a;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;ac301e7253c08448472b5e0765ac5438;1;0;1726146918;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;248;24;57;68;0;78;0;0;93;0;236;152;213;163
129;0;0;31;7089087;-77;247;4;0;0;5a5b71a08e6259000176045d;46;1;-99;2;-99;6;2;-77;-77;-77;3;2;3;4;5;4;2;2;2;2;5;3;7;7;7;7;5;7;3;1;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;36fb07f427b496132eb923ba6371288c;1;0;1726146919;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;247;19;102;109;0;119;0;140;0;0;241;188;227;197
130;0;0;31;7089087;-77;231;1;0;0;66e00b23d7eebb2a1e45710d;18;2;-99;3;-99;7;2;6;-77;-77;-77;7;2;6;3;7;7;6;7;4;1;5;7;6;1;3;6;5;1;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 Edg/128.0.0.0";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;5c6fad2cc592861351222dd348100adc;1;0;1726146920;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;231;28;54;66;0;78;0;0;107;0;228;165;219;175
131;0;0;31;7089087;-77;707;3;0;0;668ee4ea1d03ca7693e83297;53;1;-99;4;-99;5;2;-77;-77;2;-77;2;3;2;2;2;3;3;3;3;6;3;5;5;5;7;6;5;3;1;I feel that the Doctor was probably correct & the symptoms were due to the virus. However, as the symptoms were impacting the patient's life so much, I feel that the Doctor should have done more tests e.g. blood tests.;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;3d5d9e3b9e85b0dc153f5b4c3cb64426;1;0;1726146925;12.09.2024 13:15;12.09.2024 13:27;0000-00-00 00:00:00;707;23;107;118;0;134;194;0;0;0;623;357;477;372
132;0;0;31;7089087;-77;227;1;0;0;6659cb22b8e889fe11ae56d2;42;1;-99;3;-99;5;2;7;-77;-77;-77;5;4;5;7;5;5;5;6;5;5;4;7;7;5;6;5;7;3;1;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7133055,7133055,7091344,7091342,7089086,7089087;1;0;0;-77;-77;84cf54c8bf725884178ac47e24f1ccad;1;0;1726146927;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;227;18;57;68;0;78;0;0;109;0;223;151;218;187
133;0;0;31;7089087;-77;230;3;0;0;5ef0e28d24c83c688246f19b;54;2;-99;4;-99;5;2;-77;-77;3;-77;4;2;6;2;7;5;6;6;6;3;4;6;5;5;4;4;6;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;d94548f3397c0a8045c369a58c5a8744;1;0;1726146928;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;230;14;46;53;0;60;85;0;0;0;215;141;203;164
134;0;0;31;7089087;-77;236;3;0;0;57f8a3ece480f5000136f588;64;1;-99;5;-99;7;2;-77;-77;5;-77;3;5;4;1;1;4;3;4;3;1;3;3;3;4;5;5;4;3;2;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091336,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;942aa29cabd8045380358f29c62bd751;1;0;1726146929;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;236;12;45;53;0;64;101;0;0;0;214;148;207;158
135;0;0;31;7089087;-77;183;4;0;0;6667fa049da88a68344befc2;32;2;-99;3;-99;5;2;-77;-77;-77;3;2;3;4;5;3;2;3;3;2;5;3;5;6;5;5;4;6;3;2;-99;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.17";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091332,7091334,7091337,7091343,7133055,7091344,7091342,7089086,7089087;0;0;0;-77;-77;12b2e872cccddb9612ba9ebe22517b55;1;0;1726146930;12.09.2024 13:15;12.09.2024 13:18;0000-00-00 00:00:00;183;13;46;54;0;65;0;89;0;0;180;128;174;136
136;0;0;31;7089087;-77;298;1;0;0;663a2e3ebe1602ea2f6e4359;27;1;-99;4;-99;4;4;3;-77;-77;-77;3;3;4;3;3;3;4;3;4;3;3;3;7;7;7;7;5;2;1;-99;1;"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091324,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091344,7091344,7091342,7089086,7089087;1;0;0;-77;-77;dc8dfbc3806a50a9ec83ac71c9557c73;1;0;1726146931;12.09.2024 13:15;12.09.2024 13:20;0000-00-00 00:00:00;298;19;61;71;84;97;0;0;123;0;292;212;285;222
137;0;0;31;7089087;-77;203;1;0;0;66d4c0b118ca654e57fe4405;27;2;-99;4;-99;6;2;3;-77;-77;-77;2;4;2;5;3;3;4;3;1;5;2;5;6;3;5;7;4;2;1;-99;1;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091338,7091329,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;1;1;0;-77;-77;843108189bf527a1969a6aa5106c958a;1;0;1726146941;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;203;18;59;70;0;79;0;0;96;0;199;145;190;152
138;0;0;31;7089087;-77;255;2;0;0;63d1767409746a98311e4aba;37;2;-99;2;-99;5;2;-77;1;-77;-77;3;4;1;3;4;3;3;4;3;2;2;3;5;5;5;7;3;3;2;-99;1;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Mobile Safari/537.36";https://app.prolific.com/;0;0;-66;0;7091286,7091292,7091318,7091321,7091323,7091325,7091327,7091329,7091339,7091332,7091334,7091343,7133055,7091344,7091342,7089086,7089087;0;1;0;-77;-77;1af6d968d48c3152f82e9dc9cf64fb37;1;0;1726146942;12.09.2024 13:15;12.09.2024 13:19;0000-00-00 00:00:00;255;13;59;71;0;84;0;0;0;105;248;160;226;173
